investor_uuid,investor_name
fc15998e-3094-35af-4c90-d7deb102ce96,Scentan Ventures
09e67664-c33c-4a60-a771-a24c31f9b5ba,Aadil Maan
f73f96e2-a135-41ee-b208-334636bdec8f,CoinBene
c430bb32-3909-452b-b17f-4febc8b9b9a1,Remarkable
459dc620-fbde-ffd9-d3c1-45163291d8ad,Mike Fedotov
6473bc17-313f-401a-8731-3b27c707102f,Purnam Sheth
d57559a5-5b3c-79ee-b44a-1209a51055c6,Bhuvan Gupta
2df76e8f-a5d7-2858-59da-d7297cc81d8e,Kurt Keutzer
5e764783-36a6-4db9-a0f2-fce12eee0740,Alvaro Bravo
c7678b15-8fca-4852-bc6d-1dfa7ee1467c,Superscrypt
cfd412cf-fb13-9fe9-a1b9-e19239f3e938,Latin World Entertainment
7b12cd83-7a57-e7f3-d0e1-fe60584cb73e,Richard Braddock
55160dc3-4f5c-4054-95b5-619a17ea2ff4,Kayhan Yaghoubian
b344a285-cf12-93d7-d669-857ab75be00e,Gradient
49952d06-927f-f1d7-6fc6-2b702981b21a,XLR8UH
637d9b49-85d7-73e4-3a68-8f3ccc296045,Steve Sadove
777706d5-75e2-4f39-be5e-a0d21b46400e,SHC Pacific
9dd7066b-069a-9dd9-c211-06db31253bd0,Greycroft
8fc82ca2-96ad-4874-b456-e2860f806310,Roots and Bytes Investments
d15f232c-2ed7-468b-ab5b-bad0c7a16840,FriesDAO
59bdc25e-b06a-4adf-86f8-54ca53946abc,Pennsylvania Department of Community & Economic Development
e689c64a-f7d9-91bf-0c3c-6fb055a3e686,AgLaunch Accelerator
aed3eed4-37e9-4b8d-b19e-2891c56f6e6e,U.C. Berkeley
cfbcd837-cdaa-f924-70fb-8b8d3b7c2c63,Jenny Yang
9873db17-9579-4f05-8cab-257f2d4ef098,Lamphere Capital
59e79bdf-81ee-4a93-8283-c0e959e40807,Fanology LLC
49ff8ae0-b5f1-0b9c-2603-423c258a1d3a,Nola Masterson
010b4f9a-8686-4567-822f-4a271000da37,Amplo
fe3e0161-0070-4b41-80c7-a2ab35061c4f,Astar Network
60937d0d-fd4e-4559-819f-4b35ccab23b1,Level Up Ventures
a17c7a5a-5f5e-01e3-9c4d-25d86d166ccc,TRANGELS
81656e40-6cda-4534-8b95-fd796ba4fde9,Tom Nieuweboer (K7 Music)
4e49e59b-fd6b-14b2-2489-53dd30b7d3d8,Starwood Capital Group
5175b351-6e7d-8fb8-a485-f30230a58dca,Yuri Namikawa
22987a3d-6585-892d-c434-e2958f0e069f,Melanie Travis
cf92857e-2904-9c16-0575-a17b5e722e79,EchoVC Partners
8d83ae97-1b69-4a4a-87e0-96c3c4e74158,Young Entrepreneurs Fund
47092289-f22d-e248-58e6-996e048ca3e3,CPA.com
6ac5482a-2b2c-40c5-a758-4c80d167ac84,Startupbootcamp Mobility & Transportation
d07ea3ca-0e76-c2c5-2ea1-af29abc61920,Rohit Sharma
ebd0afee-0e98-b3bf-da77-0d83c6a03863,Miles Bird
ab7901d3-b079-80bc-9ee9-685654c7af99,Batshit Crazy Ventures
b173c750-3299-ab23-49c3-99f70b7a1f10,Tarek Alaruri
c53395ba-340d-4ed1-9a50-1bb27bcd659a,shuckerVC
694f605b-a3eb-4baf-83f5-90a0a2943508,First Fund
f71be5d0-0929-fbb7-6758-68ddf1c961a7,Christine Mills
919d1633-4951-bef6-299c-49dba99f53f8,Alex Dahan
63dca268-0d0b-4561-968a-eea94c3bfe1b,Axia8 Ventures
6c60c6e1-6b33-4480-b2ec-db0bc4b9eea1,Jordan Schultz
34303022-f41c-49c7-aeb4-7c32afe0bb7e,Roosh Ventures
0be648a5-7ed1-a8b9-0a56-5b05e86edb4f,Ivan Chong
3b46436a-60c0-47b5-bfa0-3b35e08a108e,UTEST
5c35679e-6f81-4ff7-bb61-ab12b0088565,Future Communities Capital
35a9782e-f3f5-4c7c-b68f-171c1e8a7c7b,RevRoad Capital
3ef0db7f-d179-40c1-8c2c-b0cecc1abbd4,Sergio Giavanni Kitchens
550d270e-d098-1bd7-f1fd-6d18d1c1b37a,BOM
b09ad112-fbc1-9b99-ea6f-16cadd038ef3,David G. Martin
109873b0-a4c8-03fb-132d-5e7240f96899,Hadiyah Mujhid
cc26b0f9-9bda-484b-9a79-5ae79402c0d3,Gwen Riley
3b6ce344-8bd4-4b3d-9126-e819013cb2e6,Bharat Founders Fund
07d3725e-01dc-c91e-b330-0b4017a3cf2b,Pique Ventures
23c7d014-5a7f-b7dc-8a49-875a3b179e81,Peter Kight
7a18be24-945d-47c1-927d-2e9e1d9356c9,Jelle Prins
2cec863b-a223-426f-96fa-cbeb95597f86,Hendricks Holdings Company
df10bbc9-1528-f957-bdcb-da54515fa6b1,Harsh Patel
1d8c44b2-10d5-632f-8f1f-98aea79a17f6,Mike Stachowiak
d4d5d8a3-bb1a-f557-1ec7-1543c08d2897,Cindy Padnos
2afb17ad-6ab3-086b-bbad-7ae09bf68230,Jim Warner
596bab3d-2922-4348-a7b6-95a5ce30ae96,Erika McKitterick
1d321bb6-5c23-5540-1d83-0994120363a0,Kat Taylor
5491f743-8319-4ce1-8182-323b4656f187,Vikas Ratna
4b13b424-d02b-400b-abef-b0311e430c47,Outpost Ventures
a25f930a-65e5-25d6-19fe-c26ecd644221,Cherry Tree Investments
8232e9de-50db-e252-5825-c6faaf3f466d,Eduardo Vivas
0ebad0f3-a619-4c15-affa-2729d05c30ff,3SE Holdings
2c5221b9-b52a-87dc-af9a-417945526c1e,Farooq Abbasi
ecb5803e-58cc-3bb8-2f9d-166fbca04b12,Alex Daly
3b843cac-c1bf-decb-6f8c-6cfe8286bf66,Patrick O’Malley
4040b854-7b72-45a9-89d9-bb1486d5ac95,Hashed Emergent
0c567d4c-15e9-4d45-9d7b-e27ef5a59b49,Mindvest GSYF
996e930e-426b-4f7f-2dc7-da84f62a988f,Jack Xie
09017731-572c-3669-f1ea-93ee2bc21161,Sanjay Sathe
42667a06-098c-15ce-b7fd-d4eff781fafd,Shoaib Makani
114bd122-26bf-7767-441a-a0a0be606399,Ruben Vardanyan
58563946-5bd5-45ff-8711-ec779ab6a506,Blackfinch Ventures
db35f19a-3781-06d1-69c7-69ab7aa69773,Greg Arrese
9d2f7f22-787f-6f0a-09af-75d479211dc4,Bob Meese
9c2cb3b0-8214-22e8-60c9-b1df029db94e,Black Mesa Group
1a44f226-c260-4cb6-891e-2a0a98b85275,Declan Hide
21b271f7-c049-4e47-8a35-fe5287ef393b,Kendall Saville
f8797c59-cb24-4f80-9630-2513f9a3e1ee,Amanda Kelso
134a5ea3-2158-4228-9ad9-9d0f4f158fec,Private Ventures Group
4840d48c-d8d1-07ab-ec79-ebc6151b9bc9,GSR Ventures
ab2d5e7f-7377-586a-412d-45898b721812,Vira Ventures
17b82fc2-f619-4cc6-aa9d-3826e9991acd,Joey Hiller
b282b5e5-34e5-436c-9a95-db5ef6ab4d24,PAN Group Australia
b223da72-68bd-2b43-e070-120aa67b4d54,Barclays Private Equity
5c349e73-8af7-481c-ab87-333b70b71cf0,Rob May
5e769faa-9c75-53f4-eef6-3a341dec1cd3,Ellen Bradley Ganus
eafa9d83-bab5-a618-9b93-2f7d2c44076c,Justin LaJoie
ff697283-4311-9feb-e8a4-85e5643f7046,Lou Shipley
4dfcea13-61a3-f9b0-93ed-abff46be59cb,Bruno Deschamps
82821268-5efb-51af-f2d0-0929d51a34d5,Carol Reiley
00c4e209-8ee2-4b96-8744-260882a4e2f8,Alvaro Vigliola
1e38ead8-b94b-4042-8ee5-a263f49b118e,Nik Talreja
effa8518-31d2-919b-f8f1-2b93ca71d5c9,Continental Grain Company
115f5dc5-061c-76a7-a134-36147350572c,Arijit Sengupta
a2822ee7-63ac-17f7-c292-45fd26b7c370,Garry Mathiason
5ca8ffe5-2127-d45d-fd99-e7a12bcc1574,Julien Chaumond
205d0fa3-7ad1-4729-9505-37b05b2aca08,Stephan Cizmar
4c1fb7e2-a45f-4a95-8ee7-3baa0984f393,Dinçer Logistics
da241528-0be1-8e3d-8372-64de81fb1c5c,Pier 88 Investment Partners
21832d5f-cb87-9b73-fcfe-a3787a5d3229,Azimuth Ventures
957549d4-53f2-6fcc-36da-89fc94222882,451 Media Group
43d8bd53-1056-7ed0-2b34-e2b01a05aa22,Watershed Capital
7d8dcb58-7879-57d8-5f85-96ca19a52949,Sidekick Partners
39db8f90-75a1-4cea-8ede-fd2446af923c,Michael Alter
c89ee4ff-8cc2-46ae-a605-d0597ded3576,SUBTA
f6c2611b-3bad-4776-a529-71fa2fc7626f,GG Capital
2692091b-d9a6-fdd5-1aff-6cb86f53ed11,BP Ventures
8be67752-abc3-862c-4b2e-4823b00860fe,E-Merge
adf69047-9ce1-371a-3a1f-2d4ead772041,Chung Ng
03556f0f-562a-f2a8-0891-36a013cc1480,Dakota Roche
2204022b-d1f3-4eea-b046-dea7aa50a5f2,Zero Sevenone Labs
b04e44d7-0372-0cba-8eb5-3562ebba9779,A-Level Capital
2c9a1d7d-3c22-43e1-8629-e7c45bd436ca,DVx Ventures
b4837bf7-544c-3d22-53e3-02b94ecbbe3c,Taavet Hinrikus
973896c6-9db4-46fc-986c-f4eb83e8b7da,LogicBoost Labs
4a53e472-86dd-4a74-bd62-2f3dc3bf2957,Private Private
cf8b16c6-a971-4660-8526-1806c56d5f15,Geometry
8ed7674c-c8d3-6579-74e1-c84e4771f5f1,Peninsula Ventures
d931ec3a-a0c5-5b0b-9f9a-24c9b881cc16,Augment Ventures
b43890c2-e335-d0d0-74d4-986ea59c80f9,Jagmeet Lamba
f397e4e4-666e-4011-8bfc-74590a1d20a7,Born Ready Ventures
9be27df3-774c-1d0c-a514-fa4b86f45ee8,Edward-Elmhurst Health
48b8080d-e116-5fa5-317e-7edc0f023319,Pelorus Venture Capital
d424ed96-89ba-4810-faa4-71fa8980a770,Oceanic Partners
3f4a8c5a-d87f-43e3-9e8a-97063ea4f553,Stefon Diggs
a8e7b699-07d9-4c13-9860-12b6af7cb305,Columbia Ventures Corporation
18dedbc8-d0e5-4610-b785-f3c0341d17cf,Mohsen Abulleil
84ac7f1c-49b8-45a0-8635-2e421dfcebfc,Julie Eddleman
c3c6cea3-8615-207d-c49e-933aeb191517,Casa Verde Capital
6a3f6ea4-e153-4bb1-ae64-c2a502042281,Joseph Delong
808b7bc8-d8ea-46d7-b851-2d850368a7c0,HFO
7455ca7f-0ad7-8264-a9ac-c1c14970e22d,Justin Durand
a844cefc-3e38-8c1c-a414-6e4457a5d66e,Reef Capital Ventures
f81d839d-bd43-6f40-db1d-cdeb5226d3bf,Cameron Winklevoss
ec6fead8-2671-4797-bf2e-e7df9ddead63,The Community Fund
bc859737-8677-4224-b3e5-f30779abdfbb,Dean Bartosh
405b07b9-f449-6a98-2e3f-1b2226fe5652,Endeavor Catalyst
ea9902dc-c75d-1c9a-978d-44c6a5ae03d8,Richard Hart
4daa592c-1284-341c-469b-bb5d937f93b2,Hanmi Pharmaceutical
e33ed5ec-7384-41c8-8348-1b7c647a79d7,11 Ventures
1cedd687-a4d2-5a8f-5951-611236b345ae,Akhil Paul
626d5344-b1a9-4b95-8589-76498c53e673,Joshua Steinman
98082306-259f-4455-8750-8673e2e35dc3,Asani Swann
4fabbe5d-ad1d-4cac-b67d-01ce5d90ca66,Phoenix Holdings
36d2ff6b-a982-d742-9ebb-4b20ae826bef,Shahriar Sikder
f25337a2-a350-4513-81ee-8768158cbf37,CreditEase
0b25d85e-3362-4623-8937-2fca4f7b43bd,Women Spark powered by PLAYBOOK
e2c8b840-ab38-619b-3dd1-63da473abd0d,Wayne Ting
adccecd6-d6e9-46de-936f-1765a39a7f05,Tarsadia Investments
89488a2f-69cb-cc15-252d-b90c19412a78,QF Capital
5ecfa3b5-5e92-4b7d-949e-1b3715ba2a50,VC414
c2019181-07b9-9738-05ea-f249c4d66f2a,JP Bourget
ee829ec0-6180-4ddf-b053-efeeb81f9450,SAP National Security Services
52d02f7a-fe76-c66e-99e2-9ebe91e28858,Paul Johnson
b804fd83-fbb4-29c0-8933-511e561d258f,Tanner Hackett
6f67a7ee-46d3-40cb-b91a-01a217936886,Jim Toth
1252f659-9dcb-4976-8c10-3bd3cdc6061d,iVision Ventures
fd3a3bb3-e9a6-cd34-3c6d-f7c4862c1182,MPG Equity Partners LLC
06b319cf-115f-4aaa-1579-9e023a7176b7,Tom Kelly
657c7653-16c6-ad81-ee01-cb5a6be099bd,Blue Cross and Blue Shield of Minnesota
83e66dc5-a8ac-4491-a831-2be95d3ed9e9,Paul Taylor
99d32126-68ff-4d96-6553-b75e07049e07,Aseem Sood
54063f3b-d98c-486d-ba89-2ff3e8ed80ae,Philadelphia Community Impact Fund
a15f62ab-22ee-4415-bd83-a9ef55f28d46,Tandem Venture Capital
cb7ca053-ab80-4aa2-b843-be205903f563,Grace Kim
b6a1d703-42a3-a3cc-186f-1e8a4c4174b2,Pavel Serbajlo
2458759d-3379-688e-ac5f-39af9fe5fe69,Andrew Orekhov
2c17fcbb-e16b-234d-e950-8841879deeda,Court Westcott
74a0f13b-1254-4c1e-878d-a438ca9dcfcd,NJV Advisors
c2cc1878-465c-7370-a73d-523a2dc3bc68,Yaсov Nachmanovich
415230dc-07b4-48cf-8a8a-aefc14364e82,Sumant Narayanan
9b4a3b24-46b7-5185-dcc7-d026c4cd28c5,Astral Friends & Fam
3c762d10-0b93-6f37-f24e-755f23e6fbfd,John Makinson
33dc9fae-1ca0-468f-a574-99e53ab9d7de,Eric Liguori
e0891a23-4bb6-4028-b93a-ad8fc319ba4c,Norrsken Foundation
1dadc81d-f614-e490-84bc-03009e84128f,Geoff Judge
581f9987-87b3-621e-081e-8bba0f9936af,Mobelux
cf869a6d-b729-4920-8898-d4fab95383d6,Villam Ventures
8822ed14-3240-4013-b6e7-9525b3c81145,Jibe Ventures
d8e0bc02-b3a2-50cd-d2c6-b3836317c13b,RASTAR INVESTMENTS (HK)
84178d03-8d68-7252-10fa-9221b3a6dbec,Brian Cook
aea533c8-32e0-f22e-2d36-097f4391a9d4,Khalid Al Jassim
62785925-ba99-0587-5bf3-98ebb752f048,Alex Mashinsky
f9238abb-fc2a-41a0-88d3-246984a27c32,OTB Ventures
c6a3b94d-ca8a-9708-466e-182d87483c80,Parchment
08d73248-4769-1111-f14d-a9d92da9ff5a,The Broad Foundations
bce0f5dd-535e-7d9c-ae40-a5d019f93615,Relay Ventures
32d30ae4-d27a-4c7e-8e94-a89eaf196385,Israeli Blockchain Association
f21fbf7b-9de0-295c-4e09-d5d6fb45c8c3,RevUp Capital
80a9cc99-38c5-4117-0353-0db26028d476,Craig Sherman
034eaca8-d927-4c20-b284-47cae2338d6d,Dijon Isaiah McFarlane
420eac16-5853-1520-549d-6774cdd0c95d,Bill Perkins
45be86dc-6733-4872-b977-894b2d98455a,Jarl Mohn
0a16bb8b-aa30-464d-1150-2f8ff2025d01,Geoffrey Lewis
4bdfb823-f9c1-402c-9ade-ffab068a9488,Revolution Ventures
a8f24a28-cf72-4837-9c08-91fb25361d47,sam lessin
2a6c395d-dd12-1e77-374a-3163d1b6a462,Keyes Capital
beb07fa0-8ad5-4cd3-99c6-895ee66d6a1f,SoundWaves
16496cb3-1c18-98f1-0eff-3819930827a8,Edward Lando
1e8e9f6d-d4fa-d363-174f-8ffe3f89d884,Cane Investments LLC
a7b10f4c-b782-1f08-eb92-ec0048253cad,Giorgio Riccò
76108a49-a3e2-3216-5318-46172518c507,Josue Gio
bff51fa1-9793-2505-d852-f163422c35eb,Oliver Guinness
f0969005-ba69-0e92-cd4b-d5fe94530a5c,BrainPOP
d5593b80-7faa-a9c5-7ce0-805177aac60d,Matt Kavian
65e27315-2766-4452-9cdb-6a98e91ea89e,Alex Daniels
31541f16-9ce2-10b6-1a79-592ab2bdb456,The Baupost Group
8e289a50-877d-ce37-ca54-303b176071a8,Root Insurance
adcbd69c-9e4b-601f-8aeb-1cb035eba0a9,Denso
b46d4750-88b8-4d37-98bb-8a361b9c9738,Block Patch
5bc6c84a-09de-d326-1d1d-9ddfe093c398,Niraj Pant
6b59d18d-2a68-28ca-bc98-1ed5f8718e1a,Ziv Elul
901d3d07-de7e-4f29-a17e-24a4b68209cf,Soju ‏‏‎ ‎‏‏‎ ‎‏‏‎ ‎‏‏‎ ‎
8824dfad-a358-480a-b29e-8f59be911c7f,Alex Ng
75a6b54c-e62c-f8e2-295c-752910ef9ebf,Ginebra Capital
34b81cbe-dda2-e257-b3cf-b223c1006b15,The Erickson Family
97bd5567-afe0-4c7d-af1e-87936af17e78,Issac Bauer
ab601838-1ca4-fd81-67c7-ab9e586dcc3f,Claudio Burtin
fa7ae645-497e-4a4a-aaaa-89157f2b49b4,Chris Polos
053916e3-4695-445c-b282-06ca800100b6,Caucasus Ventures
0869afb2-cfa3-5b14-91a2-036993949dc4,Ajay Ramachandran
42593e49-270e-416b-a9a6-910e4a77ade3,Shayne Coplan
b5768996-ec92-e04f-373e-587f0adb1da5,Lowell Putnam
53e3ee53-26cb-4c45-a6f7-811286b5bcd4,Monte Carlo Capital
68841846-fbe4-ad24-875c-a89fac8e5b2b,Bob Pasker's Syndicate
75afbea0-c867-d553-0054-8172c6167f0c,Sonny Singh
5ed60eaf-6652-47bc-a41a-790593df396d,Neil Rimer
8bcec951-94dd-2468-cd72-5c1f242a5dde,RAA Ventures
955ed379-e659-4ea6-a0df-74156f484daa,Reilly Opelka
c4589b26-344c-4b05-95af-53975c556098,GALLOS Technologies
052cc7d0-c066-4ef4-9382-f9810090f8f5,Cary Pinkowski
2c87b508-6679-411c-a3a7-26a3de3d23aa,IBOS ventures
08835342-8c32-4b85-9fad-3e1095d05c54,Trav Walkowski
f78fd218-8c03-4cf2-91d3-5f7f21d610f5,Achari Ventures
b373243e-159f-6df9-e26d-e7271a98cabe,Astronaut
799daea8-02cf-468d-a9c0-d06c15f0bd02,David Hill
6ed15703-0dc0-42fd-9f07-230f4e920f77,Apneet Jolly
8095eecc-4f5f-1617-fcec-41dbfbb8e9d1,John Andrews
a1886a50-fa3a-dbaf-32ed-b0ed6209d11c,Eric Porres
503c3762-4349-4f51-8d84-583d9fbbbbab,9Yards Capital
1d174a2a-9f23-2979-0b22-1853ee2421a3,SciFi VC
4fb06773-cc2e-e481-b629-3b8d30121b56,Scooter Braun
023a656c-44ed-227f-b1f6-c7b866224015,Phystech Ventures
c4fc18ac-8de5-a418-d9f7-d4c1f40c8483,Paul Roland Lambert
6ae4e3b1-ed3f-48e8-acdf-229d0f57ad80,Forrest Wittenmeier
80ed7449-52df-4279-8546-343da57f1e3a,Daegu Creative Economy Innovation Center
bcc212f7-97b5-4b6a-8b55-231c1989c0f1,Matt Sonefeldt
fd974f81-58a1-48a3-94c0-5667f7f210b0,Avalon Wealth Club
9d8530aa-bd25-f4b7-4f16-422978350648,Warby Parker
43b3c67c-b11f-4a85-8acf-d67b1b83f9c7,1Sharpe Ventures
8506d964-c312-47e1-98dc-863718c1be86,Jonathan Padilla
3418d3ef-5501-4c77-a9ef-a25f7d98daf5,Scott Moore
499013c3-3ecd-5e7b-365d-fc1fbf0a6d3e,Smilegate Investment
cf0daed4-4d5a-4a35-ae2a-df93af2bb763,Auxano
daaae170-fefb-42d3-8127-daa3d96c38b6,Hofmann Associates
f0a71d10-8a96-40db-9acc-5791940c7f83,Andrei Avsievich
1f7f359e-8f05-9cbf-f251-4d94f9c48a4a,Prashan Agarwal
8a68c7c4-5a57-c7fd-97e0-f6e80e0022c0,Angel Plus
5bc88319-fb44-43f9-a6ce-779079b1f30d,Arun Buduri
9efeeff3-b7c7-4947-9c14-b2ab86591bf6,Unpopular Ventures
2321af48-6a73-3bf4-7af7-1a7d6e876a15,Angus Marshall-Andrew
f03d3087-728a-2811-7fe0-69cab3e7bda8,Booz Allen Hamilton
782eff9c-f676-95ad-6f6c-977630f2027c,Koki Uchiyama
79a01b8e-ddc2-4647-9cf3-63b81a82f896,NEAR
1a8cfa1b-bd40-4496-82e4-a689796935ae,Tess Ventures
8c006bb6-7d98-4734-a964-2dea36ccf4b6,James Cross
cd3a2015-701b-4435-81db-0c538e250184,Joanne Molinaro
1d5305ef-41f5-c3fd-4498-f7007943ef3a,Dom Hofmann
0aad32ce-44eb-46ff-87f1-2ef82f7a7c71,Narya Capital
5e352051-1bdd-4e4e-95fb-53c075e42758,UMB Financial Corporation
7da5b629-73bc-4aa6-9136-a61f0be62eb0,Fission Capital
ae00f6bb-763b-4e66-afdb-e58534171f8c,MathWallet
98c373ce-5502-4118-9fd0-ee420bdebe59,Dana Guerin
a73ddbd2-8a80-4867-b416-a7ededbfc3bf,Patrick Sweeny
f76c73e3-1425-4a46-9374-6a4637bd5d39,Founders First
9f3b8390-c03c-85ef-a444-03c55d849122,Prakash Janakiraman
1219b8d5-bc12-13ed-fe60-280fc2544b44,Jay Reno
0ec3ddbf-3207-41d6-976d-bbc32e7277ca,De Beers Group Ventures
4a2045a0-b5c3-b34f-51c5-aff5d5516d45,XLerateHealth
512daaf9-1ff5-49b5-9d8f-456d3c88b643,Henry Rouquairol
4b2963f7-08f1-8bed-0ca3-9b12e4f064d1,Jeff Brokaw
255ed834-62a1-42e4-8e00-80be66728566,Colette Rowe
5c753404-ee02-c9ea-881c-2ee1a4f47d8d,Norman Lear
8653bdf4-eed5-16c9-354b-c303416d024c,Soumitra Dutta
b04b2714-644c-4fd2-9b2e-8fc58d4798f8,Vikas Agnihotri
5dd5089f-b0aa-7a82-f90d-65eefd8a3db4,NetSPI
9e9cd095-c9a8-4b1b-833d-4c42c58d2939,Bernardo Herzer
43411725-92e5-4a98-b3c4-852920de6254,Sigmas Group
cf77d800-0d8b-aef4-6482-9086a1e68b34,Eyal Shaked
c8cf6d34-e638-4bac-b390-5ea2d94bd64e,Factor Capital
d6ab5e2f-ebb0-27ba-e174-dbb6f5137d00,Todd Berman
e5540f3a-9492-7c07-40d3-0c14f28554eb,Declan Kelly
8ae6d79a-6e03-4d4a-9fb5-36d0984cf232,Sherrie Robert VanKoevering
de61581d-4767-832d-324e-7c4374061247,David Prendergast
72942593-436e-45c6-9103-9956cd9d5808,Curt Brockelman
4ded785a-054c-e511-d659-9c845531a1e6,Martin Pauer
abeb75ed-758d-4c06-8e84-439f29e3d9d9,Chris Frantz
67d7b771-7720-8d6a-127a-2bf3ac0dbac6,Bashar Hamood
5be5a3f7-6e70-4817-a15d-ecd112c6d34f,Mads Johnsen
28fb56e2-8384-45ab-922a-4914ee8b707d,Steven Kalifowitz
e12ada43-f761-7a0f-c41f-61900e2e5658,RGAx
3a8e4805-c0a6-5b9f-b78a-b0138e94a574,Residual Consulting
b648613f-9f8c-f468-64dd-020ea23e1b62,Agneta Breitenstein
a40d5bc3-cc55-469c-9237-981ba93a48ec,Roar Ventures
fe548f2f-4a10-412b-a402-fd5fe423bdfa,Samuel Adeyemo
b212c927-b833-a178-39e0-239a544635f6,Abhay Singhal
4db12035-e236-66d9-54c0-16fa1dadf6e1,Starter Rocket
6f25253b-b349-bac4-cabd-1d062644dcc0,Julius Volz
8d5ad088-53e1-49a0-a188-c60231389400,Cristian Vargas
fa6d3916-7eba-4229-a34e-63a02cbd4697,OnDeck Venture
5d63e48c-8f7e-45c4-af4f-fa344fb126a7,Duke Capital Ventures
3f74ec95-7c34-4881-86b1-4d0c4c802d4e,Anton Anohin
9321857a-a692-4b73-b476-d3909cc9638c,Griffin Gaming Partners
0410281f-630e-4d7b-abf9-10cf2adb9b06,Manoj Batchu
5aa39157-906e-463c-8758-928ce9203cb2,Top Knot Ventures
181299e3-c478-6f35-317b-34215128a3f7,Anil Advani
b6353b7f-4162-de8e-3b56-fa5ba38c5881,Ravi Velu
fa42eace-6730-4caa-acd2-81cdcd372bdf,RB Venture Partners
189425d8-cf74-8d1f-d526-f5dea17a2708,Eric Wolford
f8dbe1b6-67a7-ee68-d1a8-4f0a3c14eb63,Firstminute Capital
161a761d-fbc4-6cd8-319e-c2aec60cf1d8,Carsten Thoma
bcc84d36-a51f-48d6-c278-23f75ca19cd6,Related
468754b7-fe37-2a55-cd17-b60a90c9b633,Jason Carolan
ad35188d-30bb-6277-4650-65e6f81b0e3d,SeedCapital Dortmund
ca8ce112-06f6-4585-96be-b8e1b515ca72,Belinda Johnson
74da064e-cb2f-65fb-98af-103832068a7e,Brookline Capital Markets
347354eb-96fd-197c-3eba-51fe35140ed9,Austin Impact Capital
cfee23dc-8eed-86a7-c2e5-0b587b5393e7,Jordan Nathan
dfd67bb6-65a5-1db3-429e-b3fbdf979df8,Synergy Ventures
93ad7d82-95a5-4f8f-8632-61419dc48624,Jean Chatzky
eaa16d22-882c-40ce-b619-26d90c796ad8,David Jiang
5d7b24f6-c825-4d87-af79-2644f946b775,Kate Miller
50aea97d-910f-5d34-cb1c-c00982028985,Eugene Marinelli
c22306a5-4ae2-e4fc-ab4b-0533630a7bdc,Michael London
69966556-a593-c758-3771-78e9ed9a9566,Johnson & Johnson Development Corporation
c3f2f39e-1f77-8b2d-281b-d3185a5c8cdc,Michael Thunberg
ded8aafe-0017-45d7-8214-b196600d620b,Five35 Ventures
6e19f729-a7e4-b71b-cf53-a5da38e68fcd,Braden Pollock
402c94e9-fd31-40ec-9ac7-608c88b3c4b0,Crow Holdings
935effa8-9285-421f-b440-82504ec937bf,Andrew Benson
d6178e50-2bb9-8355-7118-e9aecc56437e,Giri Devanur
37b16b32-0b70-4f4f-8ebd-1affd2f8bb7c,CAA Connect
846c7e0b-b492-4744-911f-663088ce1c43,Moaz Hamid
c4bb54d5-715a-4462-bcd2-86ae0c451676,WeWork Alumni Fund
c6315d92-5b6e-c678-b214-7716740ea446,Sesame Street
0a594946-275f-96f5-59cc-6e9079f94605,Sarah Drinkwater
ae63a90d-9a92-4b69-9887-9dfdcf3a74b1,David de Picciotto
96d932e9-7281-414c-aeee-3295c9e78445,Rabieh Razzouk
ba2684d2-0c49-8a46-29bf-37f931fb2eb5,Bip Systems
55e606d1-8385-41f6-946d-c76ecffab4cc,Oleksandr Medovoi
c1ca5a82-d322-4027-98b8-63a8139e929b,Brayan Angulo
013684d7-ea56-a9cd-eaf0-c2b81caa7d2d,Jim Wicks
7a3b2f84-31f6-4ba0-8fd5-2d84dd2275e9,Andante Asset Management
e974642c-2ee3-e238-5748-1a18be845452,Norbert Huber
4950a447-ad37-46c1-8d2d-a59d820a40ea,Susquehanna Foundation
df817ace-29bb-4bda-a77e-cd8d0a3e3f49,Jae Kwon
8884bb45-ea8d-2259-14ec-2f1ccc46afb3,David Bailey
231d9c72-70db-40c4-aec6-fda5cdaaf276,Arizona Venture Development Corp
6534b995-6ac1-43fa-bb3f-b1bbdcfe9bd1,CSL Ventures
31bfd9f2-dfea-48dd-a217-460c8db64eed,Solana Ventures
b9d62289-d55f-2692-f290-1433172f8289,Workday
98daa0d0-5e3b-66ca-d0f7-96114b2a8318,Eli Brown
46679c84-8083-f446-59a2-afebe4ba9a05,GP Investments
0dbc16a7-a596-4df4-a664-4a775a2bbf90,Top Down Ventures
473b3f62-f3d3-4c0f-862a-80919397799a,Southern Mississippi Planning and Development District
2254e061-bd76-d75b-f8c2-52e406539c3d,Trevor Wright
f34f152f-7654-44ee-9a87-33781fb750ec,Medical Excellence Capital
688cb55d-3dd9-a666-e239-59cbcd3d76d3,Jamestown
e73ccddd-0b9f-4bcc-8225-86811ef16ea8,Adrian McDole
07f4914d-2ea2-0da7-9408-41263b6267db,Owl Ventures
b713b412-616a-0ad4-8c79-db50464d21ab,Khailee Ng
0b72b304-df35-a17a-a429-9767d9f71401,Croghan Investments
820103d9-6a06-db81-21de-fefb3eff1f1d,Javier Lopez
5122c5f9-a346-4607-884d-3f8f16b629a4,NPO Nauka PAO
278fdb39-4252-91b8-57f8-3c052e43c31a,Eideard Venture Capital
